,XLK,XLC,XLY,XLP,XLV,XLF,XLI,XLE,XLB,XLU,XLRE,MTUM,QUAL,USMV,SGOV,SHY,IEF,AGG,LQD,TIP,PDBC,DBP,CPER,DBA,REMX,SH,PSQ,IBIT,ETHA,SPY,QQQ,TLT,UUP,^VIX,GLD,SLV,SPHQ,SPLV,SPMO,VEA,VWO,RPV,SIZE,VBR,HYG,EMB
2023-07-11,84.42781066894531,63.982688903808594,83.75218963623047,68.263916015625,124.22126770019531,32.672576904296875,104.62814331054688,38.06571578979492,38.857200622558594,30.309282302856445,34.92140579223633,139.98410034179688,130.6742401123047,70.74452209472656,88.1509017944336,72.79534912109375,86.02706146240234,87.24393463134766,93.9872055053711,98.00514221191406,12.366066932678223,44.55259704589844,23.260000228881836,18.967491149902344,82.46891784667969,48.686973571777344,45.71089553833008,,,427.3634948730469,362.2494201660156,88.68073272705078,24.429555892944336,14.84000015258789,179.4499969482422,21.200000762939453,48.63503646850586,58.956905364990234,54.41434860229492,42.01115798950195,37.442352294921875,74.28680419921875,119.58834838867188,158.654296875,63.114723205566406,73.7133560180664
2023-07-12,85.38481903076172,64.75811004638672,84.50509643554688,68.42170715332031,123.8869400024414,32.883121490478516,104.44573974609375,38.41796875,39.36885452270508,30.750673294067383,35.085304260253906,141.56674194335938,131.87765502929688,70.87810516357422,88.1684799194336,73.01127624511719,86.86677551269531,87.95439910888672,94.81602478027344,99.08712768554688,12.463298797607422,45.421607971191406,23.770000457763672,18.80787467956543,83.24475860595703,48.33744812011719,45.194393157958984,,,430.802001953125,366.82470703125,89.66783905029297,24.142559051513672,13.539999961853027,181.8800048828125,22.149999618530273,48.92488098144531,59.01337432861328,54.38504409790039,42.81678009033203,38.15554428100586,74.56709289550781,120.18234252929688,159.7764892578125,63.605342864990234,74.59283447265625
2023-07-13,86.4988784790039,65.70801544189453,85.29710388183594,68.70941925048828,123.93470001220703,32.99795913696289,104.58013916015625,38.271575927734375,39.67679977416992,30.856428146362305,35.32206344604492,142.26036071777344,133.12953186035156,70.96398162841797,88.20361328125,73.21822357177734,87.5890884399414,88.50298309326172,95.4861831665039,99.5957260131836,12.640082359313965,45.67245864868164,24.36000061035156,18.93202209472656,84.63360595703125,47.95298767089844,44.37659454345703,,,434.22125244140625,373.0528259277344,90.61048889160156,23.977317810058594,13.609999656677246,182.00999450683594,22.780000686645508,49.30166244506836,59.12635040283203,54.16031265258789,43.47591781616211,38.57613754272461,74.82870483398438,121.05421447753906,160.68182373046875,63.98594665527344,75.40335845947266
2023-07-14,86.37127685546875,65.08768463134766,85.51708984375,68.94145965576172,125.79729461669922,32.77784729003906,104.2729263305664,37.26057052612305,39.44465255737305,30.736881256103516,35.32206344604492,142.1333770751953,133.1974639892578,70.92581176757812,88.21240234375,73.0292739868164,87.15568542480469,88.08031463623047,94.74552917480469,99.06861114501953,12.551689147949219,45.64558029174805,24.200000762939453,19.144840240478516,83.05319213867188,48.02289581298828,44.462669372558594,,,433.9508361816406,372.9741516113281,90.07691192626953,24.020801544189453,13.34000015258789,181.42999267578125,22.860000610351562,49.2243766784668,59.201663970947266,53.99908447265625,43.21043395996094,38.338417053222656,73.67951202392578,120.12486267089844,159.06919860839844,63.5207405090332,74.96360778808594
2023-07-17,87.47550964355469,64.85507202148438,85.86421203613281,68.73725891113281,125.22420501708984,33.093666076660156,104.66654205322266,37.1873893737793,39.4825553894043,30.38284683227539,35.02156448364258,142.99305725097656,133.94476318359375,70.97351837158203,88.22997283935547,73.05626678466797,87.3001480102539,88.1792221069336,94.90422821044922,99.25358581542969,12.41910171508789,45.61870193481445,23.709999084472656,19.01182746887207,82.4210205078125,47.88308334350586,44.07529067993164,,,435.45758056640625,376.4572143554687,90.12137603759766,23.99471092224121,13.479999542236328,181.55999755859375,22.790000915527344,49.465911865234375,58.90043258666992,54.101680755615234,43.19212341308594,38.38412857055664,73.38053894042969,120.7572021484375,160.07826232910156,63.639137268066406,75.07569885253906
2023-07-18,88.46686553955078,65.30091857910156,86.2162094116211,68.66302490234375,126.1507339477539,33.46690368652344,105.25218963623047,37.562503814697266,39.79050064086914,30.148353576660156,34.73017501831055,143.99928283691406,134.6822967529297,71.15483093261719,88.23875427246094,73.05626678466797,87.39947509765625,88.2511978149414,95.14232635498047,99.20733642578125,12.58704662322998,46.04873275756836,23.649999618530273,19.277849197387695,82.78499603271484,47.5335693359375,43.68791198730469,,,438.693359375,379.5368957519531,90.53044891357422,24.01210594177246,13.300000190734863,183.63999938964844,22.989999771118164,49.76540756225586,58.815704345703125,54.38504409790039,43.503387451171875,38.109832763671875,74.34286499023438,121.59073638916016,162.10574340820312,63.81678009033203,75.44647216796875
2023-07-19,88.24603271484375,65.4850845336914,86.51934051513672,69.3591079711914,126.7333755493164,33.610450744628906,105.2042007446289,37.782081604003906,39.57731246948242,30.456411361694336,35.11262893676758,143.57919311523438,134.71144104003906,71.4887924194336,88.25633239746094,73.08326721191406,87.69741821289062,88.52096557617188,95.68018341064453,99.54949951171875,12.648921012878418,46.17415618896485,23.549999237060547,19.508403778076172,81.44403839111328,47.4287223815918,43.73095703125,,,439.6688232421875,379.4483337402344,91.55313873291016,24.107769012451172,13.760000228881836,183.6699981689453,23.100000381469727,49.794395446777344,59.24873352050781,54.570682525634766,43.494232177734375,38.054962158203125,74.9501724243164,122.10809326171875,163.16192626953125,63.86751937866211,75.23950958251953
2023-07-20,86.4841537475586,64.18623352050781,83.57129669189453,69.95313262939453,128.83477783203125,33.859275817871094,105.67461395263672,38.225826263427734,39.67205810546875,31.012752532958984,34.99424743652344,142.30921936035156,133.73126220703125,71.92771911621094,88.2914810180664,72.99330139160156,87.00220489501953,88.06230926513672,95.03648376464844,99.51250457763672,12.701955795288086,45.79787826538086,23.649999618530273,19.55274200439453,81.25247955322266,47.74327850341797,44.763973236083984,,,436.7518615722656,370.7013244628906,90.44153594970703,24.24692153930664,13.989999771118164,182.74000549316406,22.68000030517578,49.67845153808594,60.030052185058594,55.35236740112305,43.23789596557617,37.81724166870117,74.82870483398438,121.65779876708984,162.75645446777344,63.588409423828125,74.78253936767578
2023-07-21,86.43998718261719,63.546512603759766,83.59085845947266,70.19444274902344,130.1338348388672,33.74443435668945,105.17538452148438,38.56435012817383,39.67679977416992,31.477140426635742,35.1490478515625,142.00637817382812,133.84767150878906,72.33804321289062,88.30025482177734,73.0022964477539,87.07443237304688,88.12528228759766,95.20404052734375,99.51250457763672,12.781509399414062,45.66350173950195,23.559999465942383,19.51727294921875,79.18356323242188,47.778228759765625,44.893096923828125,,,436.7518615722656,369.5895080566406,90.46822357177734,24.316495895385746,13.600000381469728,182.17999267578125,22.56999969482422,49.784732818603516,60.340702056884766,55.57611846923828,43.292816162109375,37.798954010009766,74.6792221069336,121.77276611328125,161.8794403076172,63.74911880493164,75.01533508300781
2023-07-24,86.59212493896484,63.66282653808594,84.13843536376953,70.46358489990234,129.84727478027344,34.06982421875,105.41541290283203,39.1865119934082,39.79997253417969,31.394384384155273,35.4859733581543,141.89889526367188,134.43968200683594,72.44298553466797,88.31781005859375,72.91231536865234,86.86677551269531,87.96338653564453,95.08940124511719,99.55875396728516,13.002490043640137,45.421607971191406,23.760000228881836,19.818767547607425,77.6606216430664,47.60347366333008,44.807010650634766,,,438.7029418945313,370.1798095703125,90.13917541503906,24.40346336364746,13.90999984741211,181.39999389648438,22.329999923706055,50.03593444824219,60.414268493652344,55.7002067565918,43.24705505371094,38.301841735839844,74.99688720703125,121.83983612060547,162.75645446777344,63.639137268066406,75.16194152832031
2023-07-25,87.58348846435547,63.86637878417969,83.94286346435547,70.44501495361328,129.78997802734375,33.849700927734375,105.2809829711914,39.392364501953125,40.515342712402344,31.449552536010742,35.22189712524414,142.9540252685547,135.2742919921875,72.57657623291016,88.32660675048828,72.90330505371094,86.7042236328125,87.86444091796875,94.93950653076172,99.38304901123047,13.064363479614258,45.72621154785156,24.270000457763672,19.827632904052734,79.49964904785156,47.463680267333984,44.54875564575195,,,439.9006042480469,372.6888732910156,89.97019958496094,24.37737464904785,13.859999656677246,182.41000366210938,22.6200008392334,50.316104888916016,60.319942474365234,55.721710205078125,43.37521743774414,38.594425201416016,74.68856811523438,122.05062103271484,162.67156982421875,63.59687423706055,75.0670394897461
2023-07-26,86.40563201904297,64.86473846435547,83.92330169677734,70.52854919433594,129.70396423339844,34.050682067871094,106.02023315429688,39.40608596801758,40.37794876098633,31.449552536010742,35.349388122558594,142.12362670898438,135.2257537841797,72.36666107177734,88.34417724609375,72.97529602050781,87.00220489501953,88.15223693847656,95.3803939819336,99.42002868652344,12.993650436401367,46.03081130981445,24.170000076293945,19.783296585083008,79.518798828125,47.463680267333984,44.72093200683594,,,439.9681701660156,371.4490356445313,90.05912780761719,24.307802200317383,13.1899995803833,183.3000030517578,22.90999984741211,50.316104888916016,60.367103576660156,55.567317962646484,43.43014144897461,38.83216094970703,75.16506958007812,122.1943359375,163.79376220703125,63.850616455078125,75.30850219726562
2023-07-27,86.15534210205078,65.40754699707031,83.05307006835938,69.90670776367188,128.74880981445312,33.620025634765625,105.10816955566406,39.154476165771484,40.11738967895508,30.89320945739746,34.602684020996094,141.77191162109375,134.6240692138672,71.813232421875,88.37932586669922,72.86731719970703,86.0541763305664,87.39682006835938,94.2164535522461,98.6894760131836,12.975972175598145,45.13492584228515,23.760000228881836,19.60594940185547,76.37712860107422,47.778228759765625,44.85005569458008,,,437.05126953125,370.5636291503906,88.30722045898438,24.533918380737305,14.40999984741211,180.4199981689453,22.110000610351562,49.968292236328125,59.753997802734375,55.25367736816406,43.24705505371094,38.40241622924805,74.75396728515625,121.1116943359375,162.02085876464844,63.3431396484375,74.59283447265625
2023-07-28,87.32828521728516,66.69669342041016,84.46107482910156,70.63064575195312,129.13088989257812,33.687015533447266,105.76101684570312,39.27342224121094,40.39689636230469,30.824237823486328,34.502525329589844,143.1005401611328,135.79832458496094,71.96589660644531,88.39688873291016,72.96627807617188,86.3340835571289,87.73856353759766,94.83368682861328,99.06861114501953,13.029007911682129,45.52016067504883,24.329999923706055,19.49953842163086,77.96712493896484,47.35881423950195,43.98921203613281,,,441.33013916015625,377.313232421875,88.7607650756836,24.49913215637207,13.329999923706056,181.86000061035156,22.31999969482422,50.43204879760742,59.82946014404297,55.410011291503906,43.604087829589844,39.335044860839844,75.03425598144531,122.08894348144531,163.5674285888672,63.70680618286133,75.4981918334961
2023-07-31,87.52949523925781,66.67730712890625,84.9402084350586,70.3058090209961,128.1374969482422,33.81143569946289,106.01065063476562,40.01909255981445,40.61009216308594,30.83803367614746,34.775699615478516,143.3643035888672,135.83714294433594,71.90863800048828,88.39688873291016,72.98429870605469,86.4424057006836,87.84648132324219,95.09822082519531,99.09635925292969,13.073203086853027,45.76204681396485,24.81999969482422,19.446332931518555,78.22573852539062,47.28892517089844,44.03225326538086,,,442.17047119140625,377.5100402832031,88.97418975830078,24.542613983154297,13.630000114440918,182.35000610351562,22.690000534057617,50.586631774902344,59.67854690551758,55.620086669921875,43.604087829589844,39.380760192871094,75.47338104248047,122.52964782714844,164.45387268066406,63.85907745361328,75.60166931152344
2023-08-01,87.67672729492188,66.59007263183594,83.9770736694336,69.92526245117188,127.46886444091797,33.81143569946289,106.32746887207031,39.83152770996094,40.43006134033203,30.461009979248047,34.71196365356445,143.38381958007812,135.83714294433594,71.7464370727539,88.41631317138672,72.9229507446289,85.93733978271484,87.26483154296875,94.15060424804688,98.50423431396484,13.011329650878906,45.18867492675781,24.200000762939453,19.47293472290039,76.5495376586914,47.393768310546875,44.161373138427734,,,440.9051513671875,376.63433837890625,87.51617431640625,24.655675888061523,13.93000030517578,180.4600067138672,22.290000915527344,50.4706916809082,59.461605072021484,55.580997467041016,43.11888122558594,38.83216094970703,75.17440032958984,122.15601348876953,164.17098999023438,63.542911529541016,74.84678649902344
2023-08-02,85.50749969482422,65.3396987915039,82.47129821777344,70.17586517333984,127.55481719970703,33.52431869506836,105.21378326416016,39.31002426147461,39.92789077758789,30.461009979248047,34.5662727355957,141.00991821289062,133.7215118408203,71.55558776855469,88.4427719116211,72.95903015136719,85.7653579711914,87.05742645263672,93.57549285888672,98.32815551757812,12.816864967346191,44.812400817871094,23.760000228881836,19.322189331054688,75.1894302368164,48.057838439941406,45.108306884765625,,,434.7717895507813,368.3694458007813,86.57984924316406,24.742645263671875,16.09000015258789,179.60000610351562,21.75,49.804054260253906,59.53706359863281,55.43053436279297,42.28580093383789,37.99095916748047,74.52972412109375,120.53684997558594,162.66213989257812,63.27096939086914,74.31006622314453
